ORIGINAL,REPLACEMENT,OCCURRENCE
"PITUITARY HORMONE, ANTERIOR LOBE",PEGVISOMANT,6
IMUREK (AZATHIOPRINE,AZATHIOPRINE,1
"METOCLOPRAMIDE (METOCLOPRAMIDE, METOCLOPRAMIDE)",METOCLOPRAMIDE,2
TENORMIN 50     (ATENOLOL),ATENOLOL,1
LOPINAVIR (LOPINAVIR),LOPINAVIR,49
IMUREK /GFR/ (AZATHIOPRINE),AZATHIOPRINE,1
SELECTOL (CELIPROLOL HYDROCHLORIDE),FUROSEMIDE,22
TRIAMPUR,TRIAMTERENE,26
PERSANTINE (DIPYRIDAMOLE) COATED TABLET,DIPYRIDAMOLE,1
TRINITRINE COATED TABLET,NITROGLYCERIN,1
CILOSTALOL,CILOSTAZOL,1
NORFLOXACINE (NORFLOXACIN),NORFLOXACIN,1
ANADIN,MEPROBAMATE,46
BEPRIDIL HYDROCHLORIDE MONOHYDRATE,BEPRIDIL,8
THIAZIDE DIURETIC,BENDROFLUMETHIAZIDE,14
DIXARIT  (CLONIDINE HYDROCHLORIDE),CLONIDINE,1
EMCONCOR    (BISOPROLOL),BISOPROLOL,1
HUMULIN L (INSULIN HUMAN ZINC SUSPENSION),"INSULIN, ISOPHANE",1
DILURAN,ACETAZOLAMIDE,1
ASPIRIN (ACETYLSALICYLIC ACID) (325 MILLIGRAM),ACETYLSALICYLIC ACID,5
TOPROL XL (METOPROLOL SUCCINATE) (200 MILLIGRAM),METOPROLOL,1
DEXTROPROPOXYPHENE (DEEXTROPROPOXYPHENE),PROPOXYPHENE,1
LUMIGAN (BIRMATOPROST),BIMATOPROST,1
CONCERTA (METHYLPHEIDATE HYDROCHLORIDE),METHYLPHENIDATE,1
ESCITALOPRAM (UNBLINDED) (ESCITALOPRAM),ESCITALOPRAM,12
HYDROCODONE WITH ACETAMINOPHEN,HYDROCODONE,7
CIPROFLOXACIN XR (CIPROFLOXACIN),CIPROFLOXACIN,5
"MEMANTINE (0PEN LABEL, PHASE AB) (MEMANTINE)",MEMANTINE,1
"MEMANTINE (0PEN LABEL, PHASE C) (MEMANTINE)",MEMANTINE,1
"MEMANTINE(OPEN LABEL, PHASE D) (MEMANTINE)",MEMANTINE,1
VITAMIN E (VEGETABLE OIL),VITAMIN E,19
LIDOCAINE W/VASOPRESSIN/NOREPINEPHRINE,LIDOCAINE,3
AGGRENOX(ASPIRIN/EXTENDED-RELEASE DIPYRIDAMOLE),DIPYRIDAMOLE,1
DIPHENHYDRAMINE (MANUFACTURER UNKNOWN),DIPHENHYDRAMINE,1
MEDORXYPROGESTERONE,MEDROXYPROGESTERONE,1
FLOXACIN,FLUCLOXACILLIN,1
GARAMYCINA,GENTAMICIN,2
PLASIL,METOCLOPRAMIDE,228
"INFLIXIMAB(INFLIXIMAB, RECOMBINANT) LYOPHILIZED POWDER",INFLIXIMAB,7
FANSIDAR,PYRIMETHAMINE,95
PANTAZOL,PANTOPRAZOLE,105
NIFEDIPINUM,NIFEDIPINE,11
CABASERIL,CABERGOLINE,108
"INFLIXIMAB (INFLIXIMAB, RECOMBINANT) (LYOPHILIZED POWDER)",INFLIXIMAB,1
"INFLIXIMAB (INFLIXIMAB, RECOMBINANT) LYOPHLIZED POWDER",INFLIXIMAB,1
SALINE MIXTURE,FUROSEMIDE,35
TRANSAMIN /JPN/,TRANEXAMIC ACID,4
SIBUTRAMINE HYDROCHLORIDE (SIBUTRAMINE HYDROCHLORIDE),SIBUTRAMINE,6
"SALURES-K (BENDROFLUMETHIAZIDE, POTASSIUM CHLORIDE)",BENDROFLUMETHIAZIDE,9
BEROTEC INHALER (FENOTEROL),FENOTEROL,1
TM,TRIMETREXATE,7
ALPRAZOLM (ALPRAZOLM),ALPRAZOLAM,1
"INFLIXIMAB (INFILIXIMAB, RECOMBINANT) LYOPHILIZED POWER",INFLIXIMAB,1
TEMAZEPINE (TEMAZEPINE),TEMAZEPAM,1
WELLBUTRIN (IBUPROFEN HYDROCHLORIDE),BUPROPION,4
XENICAL /GFR/ORLISTAT),ORLISTAT,1
IPRATROPIUM INHAL SOLN,IPRATROPIUM BROMIDE,1
URINAL,ALLYLESTRENOL,1
CLORHEXIDINE,CHLORHEXIDINE,4
CALCITONIN-SALMON NASAL SOL,SALMON CALCITONIN,1
IBUPROFEN GEL,IBUPROFEN,6
CEPASTAT LOZENGES,PHENOL,2
ZILACTIN-B MOUTH SORE GEL,LIDOCAINE,1
EMEND (EMEND),FOSAPREPITANT,3
VITAMIN B PLUS,FOLIC ACID,5
CLOTRIMOXAZOLE,CLOTRIMAZOLE,1
PYRIDOSTIGMIN,PYRIDOSTIGMINE,1
ISOSORDIBE (ISOSORBIDE),ISOSORBIDE DINITRATE,1
TEMGESIC ^RECKITT^,BUPRENORPHINE,1
TRANSTEC,FUROSEMIDE,198
AMITRIPTYLINE (AMINEURIN),AMITRIPTYLINE,1
LISINOPRIL (LISIHERAL),LISINOPRIL,1
PREDNISONE (DECORTIN H),PREDNISONE,1
TORASEMILE (TOREM),TORASEMIDE,1
CEFADINE,CEPHALEXIN,1
INTEGRILIN (EPTIFIBATIDE),EPTIFIBATIDE,1
MIDALZOLAM,MIDAZOLAM,1
DROPERIDAL,DROPERIDOL,1
MEFOXIN,CEFOXITIN,97
QUINOLONE ANTIBACTERIALS (QUINOLONE ANTIBACTERIALS),OFLOXACIN,8
TRENTAL (PENTOXIFYLLINE) (TA),PENTOXIFYLLINE,1
LEVITRA (VARDENIFIL HCL),VARDENAFIL,1
NEBUPENT INHALER,PENTAMIDINE,1
GLIMEPIRIDE (GLIMEPIRIDE) (NR),GLIMEPIRIDE,1
MAGNESIUM OXIDE (MAGNESIUM OXIDE) (NR),MAGNESIUM SULFATE,1
METHOCARBAMOL (METHOCARBAMOL) (NR),METHOCARBAMOL,1
NICARDIPINE (NICARDIPINE HYDROCHLORIDE) (NR),NICARDIPINE,1
ANTIBIOTICS (NR),MEROPENEM,1
DOXAZOSIN (NR),DOXAZOSIN,1
ENALAPRIL (ENALAPRIL) (NR),ENALAPRIL,4
MONOCLAIR (ISOSORBIDE MONONITRATE) (NR),ISOSORBIDE MONONITRATE,1
NITRENDIPIN (NR),NITRENDIPINE,1
CRINOREN,PROGESTERONE,3
TELMISARTAN TABLETS (TA) (TELMISARTAN),TELMISARTAN,1
BENZHEXOL (TRIHEXYPHENIDYL) (NR),TRIHEXYPHENIDYL,1
LEVODOPA BENSERAZIDE HYDROCHLORIDE (NR),LEVODOPA,1
MIRAPEXIN (TA),PRAMIPEXOLE,1
PERGOLIDE (PERGOLIDE) (NR),PERGOLIDE,1
BISOPROLOL (CHF) (TABLETS) (BISOPROLOL),BISOPROLOL,11
SALIGREN,CEVIMELINE,67
ASAFLON,ACETYLSALICYLIC ACID,1
SELODOK,METOPROLOL,1
"PARKINANE (TRIHEXYPHENIDYL, TABLET)",TRIHEXYPHENIDYL,1
GEMZAL,GEMCITABINE,1
NAVELBINE ^ASTRA MEDICA^,VINORELBINE,3
POLARAMINE (CHLORPHENAMINE MALEATE),CHLORPHENIRAMINE,8
EFFEXOR-XR (VENLAFAXINE HYROCHLORIDE),VENLAFAXINE,1
PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE,449
ACETAZOLAMIDE SODIUM (ACETAZOLAMIDE SODIUM),ACETAZOLAMIDE,3
DOMPERIDONE (DOMPERIDONE) UNSPECIFIED,DOMPERIDONE,1
SODIUM CHLORIDE 10% (SODIUM CHLORIDE),NITROPRUSSIDE,3
ACE,CHLOROTRIANISENE,15
ATENOLOL LIQUID (ATENOLOL),ATENOLOL,1
ADVAFERON (1643_INTERFERON ALFACON-1),INTERFERON ALFACON-1,1
LOSARTAN POTASSIUIM,LOSARTAN,1
TIOTROPIUM INHALATION POWDER (TIOTROPIUM),TIOTROPIUM,1
ZAROXOLY,METOLAZONE,3
SELEGILIN NM (SELEGILINE HYDROCHLORIDE) TABLET,SELEGILINE,1
AMLOPIPINE,AMLODIPINE,1
LANACRIST (DIGOXIN),DIGOXIN,3
SPIRONOLACTONE  NM PJARMA  (SPIRONOLACTONE),SPIRONOLACTONE,1
TOBRADEX,TOBRAMYCIN,695
"INFLIXIMAB, RECOMBINANT (LYOPHILIZED RECOMBINANT) LYOPHILIZED POWDER",INFLIXIMAB,1
MONOCORDIL (ISOSORBIDE MONONITRATE),ISOSORBIDE MONONITRATE,25
"LISINORPIL 20 MG, WESTWARD",LISINOPRIL,1
METHOTREXATE (METHOTREATE),METHOTREXATE,1
LEDERTREXATE (METHOREXATE),METHOTREXATE,1
BACTRIM FORTE (BACTIM),SULFAMETHOXAZOLE,1
CHLORPROTHIXENE HYDROCHLORIDE,CHLORPROTHIXENE,16
KALIPOZ,POTASSIUM CHLORIDE,106
ENALAPRIL (ENALAPRIL0,ENALAPRIL,3
SIMVASTATIN 9SIMVASTATN0,SIMVASTATIN,1
"ADRIBLASTINE (DOXORUBICIN HYDROCHLORIDE) SOLUTION, STERILE, 50 MG",DOXORUBICIN,1
ENDOXAN/CY(CYCLOPHOSPHAMIDE) 500MG,CYCLOPHOSPHAMIDE,1
MABTHER (RITUXIMAB),RITUXIMAB,1
SEROQUEL (QUETIAPINE FUMURATE),QUETIAPINE,18
REFRESH PLUS (UNIVERSAL),CAFFEINE,1
REFRESH PM,CAFFEINE,16
FLORINEF (FLUTICORTISONE ACETATE),FLUDROCORTISONE,1
LINEZOLID(LINEZOLID) TABLET,LINEZOLID,2
TIMOLOL MALEATE (TIMOLOL MALEATE) (NR),TIMOLOL,1
AMLODIPINE BESILATE           (AMLODIPINE BESILATE) (NR),AMLODIPINE,1
HYPOTENSIVE DRUG (NR),ATENOLOL,1
TOCOPHERYL NICOTINATE            (TOCOPHERYL NICOTINATE) (NR),VITAMIN E,1
CARDENSIEL          (BISOPROLOL),NICARDIPINE,2
LEUPRORELIN DEPOT (LEUPROLIDE ACETATE) (INJECTION FOR INFUSION),LEUPROLIDE,1
FLUMETHOLON (FLUOROMETHOLONE),FLUOROMETHOLONE,26
SANPILO,PHENYTOIN,35
DARVOCET (ACETAMINOPHEN+PROPOXYPHENE NAP),ACETAMINOPHEN,1
SINGULAIR (MONTSLUKAST),MONTELUKAST,1
LEVOTHYROX             (LEVOTHYROXINE SODIUM),LEVOTHYROXINE,1
NOCTAL,METHYPRYLON,27
HARMONET,MEPROBAMATE,35
GLIBENCLAMIDE + METFORMIN,GLYBURIDE,7
DICLOFENAC SODIUM RETARD,DICLOFENAC,2
SULPHONYLUREA,SULFANILAMIDE,29
DELURSAN,URSODEOXYCHOLIC ACID,191
SANASTHMYL,BECLOMETASONE DIPROPIONATE,4
"ARACYTIN CS (CYTARABINE) SOLUTION, STERILE",CYTARABINE,1
"ARACYTIN (CYTARABINE) POWDER, STERILE",CYTARABINE,1
DORZOLAMIDE (DORZOLAMIDE),DORZOLAMIDE,29
"EFFEXOR LP (VENLAFAXINE HYDROCHLORIDE, CAPSULE, EXTENDED RELEASE, 0)",VENLAFAXINE,1
MORPHINE (MORPHINE-HCL),CODEINE,1
FLUMETHOLON (FLUOROMETHALONE) (TRA),FLUOROMETHOLONE,1
ETANERCEPT - PLACEBO,ETANERCEPT,4
"PIPERACILLIN SODIUM W/TAZOBACTAM SODIUM (PIPERACILLIN SODIUM, TAZOBACT",PIPERACILLIN,6
"PREMARIN (CONJUGATED ESTRIOGENS, TABLET, 0.9 MG)",CONJUGATED ESTROGENS,1
ALBUTEROL (SALBUTAMOL) AEROSOLS,SALBUTAMOL,2
IPRATROPIUM (IPRATROPIUM) AEROSOLS,IPRATROPIUM BROMIDE,1
VITAMIN C ( ) ASCORBIC ACID,VITAMIN C,2
PROLEUKIN; CHIRON COPORATION (ALDESLEUKIN) INJECTION,ALDESLEUKIN,1
"DOXORUBICINE (DOXORUBICINE HYDROCHLORIDE, DOXORUBICIN)",DOXORUBICIN,1
HALDOL ^JANSSEN-CILAG ^(HALOPERIDOL),HALOPERIDOL,1
SCOPOLAMINE (HYOSDCINE);,METHYLSCOPOLAMINE,1
HALCON,TRIAZOLAM,2
METOPROLOL 12.5 MG,METOPROLOL,2
"ASPARAGINASE 10000 IU / VIAL MERCK AND CO., INC",ASPARAGINASE,1
DEXAMETHASONE - UNKNOWN - 40 MG,DEXAMETHASONE,1
ELOXATIN - OXALIPLATIN - SOLUTION - UNIT ONE DOSE : UNKNOWN,OXALIPLATIN,1
GEMCITABINE - SOLUTION - UNIT DOSE : UNKNOWN,GEMCITABINE,1
FLUOCORTOLONE,FLUDROCORTISONE,9
LANDZOPRAZOLE,LANSOPRAZOLE,1
METOCLOROPRAMIDE,METOCLOPRAMIDE,1
CIMETIDINE INJECTION (CIMETIDINE) (CIMETIDINE),CIMETIDINE,2
DEXAMETHAZONE-PIX,DEXAMETHASONE,26
DEXAMETHAZONE - PIX,DEXAMETHASONE,1
CAPECITABINE 500 MG TABLET/ ROCHE,CAPECITABINE,1
GEMCITABINE 35MG/ML ELI LILLY,GEMCITABINE,1
PAROXETINE 10 MG - 1/2 TABLET DAILY,PAROXETINE,1
"FURADANTINE (NITROFURANTOIN, MACROCRYSTALS) CAPSULE, 50MG",NITROFURANTOIN,2
HIDANTAL,PHENYTOIN,153
CORTICOSTEROID NOS (CORTICOSTEROID),CORTICOTROPIN,3
PAROXETINE 10 MG 1/2 TABLET DAILY,PAROXETINE,1
BACTRIM (SULFAMETHOXAZOLE/TRIMETHO/(ORAL SUSPENSION),SULFAMETHOXAZOLE,1
HUMALOG INSULIN PUMP,INSULIN LISPRO,21
ALFUZOSI - TABLET PR - 10 MG,ALFUZOSIN,1
CENTRAL SILVER,MEPERIDINE,1
SIVASTIN (SIMVASTATIN) 40 MG,SIMVASTATIN,1
SYNVISC 16 MG,HYALURONAN,1
(OXALIPLATIN) - SOLUTION - 60 MG/M2,OXALIPLATIN,3
(OXALIPLATIN) - SOLUTION - 106 MG,OXALIPLATIN,1
THEOPHYLLINE (NR),THEOPHYLLINE,3
CALCIUM CARBONATE TABLET (CALCIUM CARBONATE),CALCIUM CARBONATE,11
CALCIUM CARBONATE TABLET,CALCIUM CARBONATE,1
ALENE,NAPROXEN,11
PROXETINE,PAROXETINE,24
MICROSIDE,HYDROCHLOROTHIAZIDE,1
"CALCIUM WITH VITAMIN D (CALCIUM SODIUM LACTATE, CALCIUM PHOSPHATE, ERG",CALCIUM GLUCEPTATE,4
METFORMIN (CARACO PHARMACEUTICALS) (METFORMIN) 1000MG,METFORMIN,1
LOCOID LIPOCREAM,HYDROCORTISONE,28
INDAP,INDAPAMIDE,19
RESPIRDAL,RISPERIDONE,8
LIDODERM  (LIDOCAINE),LIDOCAINE,1
FLUOROUACIL,FLUOROURACIL,2
ABX-EGF,PANITUMUMAB,1
ALTRAM,ALTRETAMINE,8
REMODULIN (ALPACALCIDOL),TREPROSTINIL,1
VINDESIN,VINDESINE,2
TOPALGIC (TRAMADOL HYDROCHLORIDE),SUPROFEN,17
NITROGLYCERN,NITROGLYCERIN,8
"LOVENOX (HEPARIN-FRACTURE, SODIUM SALT)",ENOXAPARIN,1
SUMATRIPTAN SUCCINATE (SUMATRIPTAN),SUMATRIPTAN,1
AVENO,INTERFERON BETA-1A,14
SILVER SULFADDIAZINE CREAM,SILVER SULFADIAZINE,1
SIROLIMUS 1 MG TABLET WYETH,SIROLIMUS,3
CAPECITABINE-TABLET-1800 MG,CAPECITABINE,2
MAALOX (ALUMINIUM HYDROXIDE+CALCIM CARBONATE+MAGNESIUM HYDROXIDE),LOPERAMIDE,1
OXALIPLATIN-SOLUTION-233 MG,OXALIPLATIN,1
CELEBREX (SPONDYLITIS),CELECOXIB,1
ASTHMA TREATMENT (ANTI-ASTHMATICS),EPINEPHRINE,1
MEDROL (METYLPREDNISOLONE),PREDNISOLONE,1
RHEUMATREX (METHOTREXATE SODUIM) CAPSULES,METHOTREXATE,1
PREDISONE (PROCAINAMIDE HYDROCHLORIDE),PREDNISOLONE,2
APRICOT KERNAL WATER,DIPYRIDAMOLE,10
DESLORATADINE(DESLORATADINE),DESLORATADINE,1
PAROXETINE HYDROCHLORIED (PAROXETINE HYDROCHLORIDE),PAROXETINE,1
NYSTATIN SUSP,NYSTATIN,3
CELECOXIB PFIZER,CELECOXIB,2
LIORESAL   NOVARTIS,BACLOFEN,2
ANOPYRIN,ALLOPURINOL,175
FURON,FURAZOLIDONE,104
MINIDIAB,GLIPIZIDE,57
VEROSPIRON,SPIRONOLACTONE,158
CEPHALOSPORIN (CEPHALOSPORIN),CEFALOTIN,3
(FONDAPARINUX) - UNKNOWN - UNIT DOSE : UNKNOWN,FONDAPARINUX SODIUM,1
CLOTRIMAZOLE TROCHE,CLOTRIMAZOLE,18
LOPINAVIR 133.3 MG/RITONAVIR,LOPINAVIR,1
EPINEPHRINE AUTO INJECTOR,EPINEPHRINE,1
HYDROCODONE 5.0 MG/ACETAMINOPHEN,HYDROCODONE,3
ANALGESIC BALM OINT,ANTIPYRINE,2
FLUNISOLIDE NASAL SOLN,FLUNISOLIDE,7
HYDROCODONE 5.0MG/ACETAMINOPHEN,HYDROCODONE,2
"GLUCOSAMINE W/CHRONDROITIN SULFATES (ASCORBIC ACID, MANGANESE, CHRONDR",N-ACETYL-D-GLUCOSAMINE,1
(OXALIPLATIN) - SOLUTION - 100 MG/ M2,OXALIPLATIN,2
(FONDAPARINUX) - SOLUTION,FONDAPARINUX SODIUM,5
METHADOSE METHADONE HY ORAL CONC USP,METHADONE,1
METHYLPREDNISOLONE 4MG TAB,METHYLPREDNISOLONE,920
TESTOSTERONE PATCH,TESTOSTERONE,21
FLUNISOLIDE INH,FLUNISOLIDE,9
FORMOTEROL INH,FORMOTEROL,3
SALMETEROL INH,SALMETEROL,2
PROSCAR (FINSTERIDE),FINASTERIDE,1
PENTHMIDINE,PENTAMIDINE,2
ALCOHOL PREP PADS,ETHANOL,7
CICLOPIROX OLAMINE,CICLOPIROX,25
CITALOPRAN,CITALOPRAM,7
OMEPRAZOLE 20 MG CAP,OMEPRAZOLE,1
"INFLIXIMAB (INFLIXIMAB, RECOMBINANT) LYOPHILIZIDE POWDER",INFLIXIMAB,1
LABETATOLOL,LABETALOL,1
CHOLESTYRAMINE RESIN,CHOLESTYRAMINE,130
METRONIDAZOLE AND SPIRAMYCIN,METRONIDAZOLE,3
"PROCRIT 40,000U/CC",EPOETIN ALFA,1
ASPENON (APRINIDINE HYDROCHLORIDE) (KA),APRINDINE,1
MEVALOTIN (PRAVASTATIN SODIUM) (TA),PRAVASTATIN,6
"LYSANXIA (PRAZEPAM, 0)",PRAZEPAM,1
FERROUS CITRATE (PREPARATION FOR ORAL USE (NOS)),IRON,2
"AVLOCARDYL LP (PROPRANOLOL HYDROCHLORIDE, CAPSULE, EXTENDED RELEASE)",PROPRANOLOL,5
CALCIUM WITH VITAMIN D (CALCIUM/PHOSPHATE/CALCIUM LACTATE/ERGOCALCIFER,ACAMPROSATE,1
"ZOLEDRONATE (ZOLEDRONIC ACID) SOLUTION, 4MG",ZOLEDRONATE,1
TAVANIC (LEVOFLOXACIN) 500MG,LEVOFLOXACIN,1
ACIPHEX (REBEPRAZOLE SODIUM),RABEPRAZOLE,2
"INFLIXIMAB (INFLIXIMAB, RECOMBIANNT) LYOPHILIZED POWDER",INFLIXIMAB,1
"INFLIXIMB (INFLIXIMAB, RECOMBINANT) LYOPHILIZED POWDER",INFLIXIMAB,1
"EFALIZUMAB OR PLACEBO (CODE NOT BROKEN) PWDR + SOLVENT, INJECTION SOLN",EFALIZUMAB,1
APRONAL,DOXEPIN,3
5-FLUOROURACIL,FLUOROURACIL,55
CIPROTERON,CIPROFLOXACIN,1
ETHINYLSTRADIOL,ETHINYL ESTRADIOL,1
CALCIUM +D (CALCIUM),EDETIC ACID,3
NOVOLOG INJECTABLE (INSULIN),INSULIN ASPART,2
PRILOSEC OTC (OMEPRAZOLE),OMEPRAZOLE,8
NEXIUM                                  /USA/,ESOMEPRAZOLE,3
CARBAMAZEPINE VS VALPROATE VS NEW DRUGS,CARBAMAZEPINE,1
VASTEN TABS,PRAVASTATIN,28
PRAVIDEL,BROMOCRIPTINE,50
ZELNORM - NAVARTIS,TEGASEROD,1
ALVEDON (ACETAMINOPHEN),ACETAMINOPHEN,3
CONFORTID (INDOMETHACIN),INDOMETHACIN,2
CALCIUM-SANDOZ,CALCIUM GLUCEPTATE,305
DEXTROSE SALINE,DEXTROAMPHETAMINE,8
METROGYL,METRONIDAZOLE,45
CHLORALHYDRAT,CHLORAL HYDRATE,11
CODIPRONT,CLOFIBRATE,17
FANTA,ILOPERIDONE,1
TOFRANIL (IMIPRANE HYDROCHLORIDE),IMIPRAMINE,1
MESALAZINE(MESALAZINE),MESALAZINE,1
ORNIDAZOLE,BRETYLIUM,42
VITAMEDIN S,BIOTIN,19
GLUCOPHAGE ^LIPHA^,METFORMIN,4
MARCAIN HEAVY,BUPIVACAINE,1
IMPLANON (ETONOGESTREL),ETONOGESTREL,6
ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE,526
VANCOCIN INJECTION,VANCOMYCIN,5
BENDROFLUAZIDE (BENDROFLUMETHAZIDE),BENDROFLUMETHIAZIDE,7
ABACAVIR (ABACAVIR) (NR),ABACAVIR,1
"PARKINANE (TRIHYEXYPHENIDYL, TABLET, 0)",TRIHEXYPHENIDYL,1
NITROGLYCERIN IV,NITROGLYCERIN,1
TEVON,CHLORAMPHENICOL,1
MILRIDONE,MILRINONE,1
FAMOTEDINE,FAMOTIDINE,1
DIONE,DANTRON,1
REMION,SULFACETAMIDE,5
XOPEX,SALBUTAMOL,1
AZTREONAM 1 GM IV Q 8 HR (BMS),AZTREONAM,1
VORACONAZOLE,VORICONAZOLE,1
DOFETILIDE TAB 250 UG,DOFETILIDE,1
KOGENATE FS,ANTIHEMOPHILIC FACTOR,750
"PLATELETS (O BLOOD TYPE) (PLATELETS, HUMAN BLOOD)",BECAPLERMIN,6
DILTIAZEM ER CAPSULE 240 MG (MYLAN),DILTIAZEM,1
RHINIOCORT,BUDESONIDE,1
DIURETICS(DIURETICS),FUROSEMIDE,6
DEXAMETHAZONE (DEXAMETHASONE),DEXAMETHASONE,2
PENTASSA,MESALAZINE,22
DIPHENHYDRAMIEN,DIPHENHYDRAMINE,1
FLUDARABINE(FLUDARABINE),FLUDARABINE,1
ZOFRAN (ONDAONSETRON HYDROCHLORIDE),ONDANSETRON,1
"INSULIN HUMAN INJECTION, ISOPHANE (INSULIN HUMANINJECTION, ISOPHANE)",INSULIN REGULAR,1
TOLTERODINE L-TARTRATE (TOLTERODINE-L TARTRATE),TOLTERODINE,1
PROAMATINE (MIDORINE HYDROCHLORIDE),MIDODRINE,1
"PROVENTIL (ALBUTEROL SULFATE, ALBUTEROL)",SALBUTAMOL,15
ACETULCYSTEINE,ACETYLCYSTEINE,1
CEFAZDINE,CEPHALEXIN,1
INSULIN HUMAN ZINC SUSPENSION (INSULIN HUMAN ZINC SUSPENSION),INSULIN REGULAR,4
PEGINTERFERONA ALFA-2B (PEGINTERFERON ALFA-2B),PEGINTERFERON ALFA-2A,1
FLUNITRAZEPAM ^NM PHARMA^,FLUNITRAZEPAM,1
ZOPHREN(ONDANSETRON HYDROCHLORIDE),ONDANSETRON,1
ASCORBID ACID,VITAMIN C,2
ORASONE,PREDNISONE,3
NEXEN,LINDANE,141
VEXOL,RIMEXOLONE,83
PHENFORMIN HYDROCHLORIDE,PHENFORMIN,2
PERFUSALGAN,FELODIPINE,69
"MEMANTINE (UNBLINDED, PHASE A) (MEMANTINE)",MEMANTINE,10
DOXAZOSIN MESYLATE (DOXAZOSIN MESILATE),DOXAZOSIN,10
TRIAMTERINE - HYDROCHLOROTHIAZIDE,TRIAMTERENE,1
DESOGESTREL WITH ESTROGENS,DESOGESTREL,1
LAVOXYL,AMITRIPTYLINE,8
"MEMANTINE (OPEN LABEL, PHASE B)",MEMANTINE,2
"MEMANTINE (UNBLINDED, PHASE A (MEMANTINE)",MEMANTINE,1
ZETIA /USA/,EZETIMIBE,1
ANGIOMAX (BIVALIRUDIN) OR LOVENOX/ CLEXANE (ENXAPARIN   (UNCODEABLE ^I,BIVALIRUDIN,1
AMIODARONE (AMIODARONE) (200 MILLIGRAM),AMIODARONE,5
ASPIRIN (ACETYLSALICYLIC ACID) (81 MILLIGRAM),ACETYLSALICYLIC ACID,9
"METOPROLOL (METOPROLOL) (50 MILLIGRAM, TABLETS)",METOPROLOL,2
SYNTHROID (LEVOTHYROXINE SODIUM) (0.1 MILLIGRAM),LEVOTHYROXINE,2
"VASOTEC (ENALAPRIL MALEATE) (5 MILLIGRAM, TABLETS)",ENALAPRIL,1
VOGIBOSE,VOGLIBOSE,2
BIPERIDINE HYDROCHLORIDE,BIPERIDEN,1
CALCIUM POLYSTERENE SULFONATE,CALCIUM GLUCEPTATE,1
BMS224818(),BELATACEPT,1
BENTYL (DICYLOVERINE HYDROCHLORIDE),DICYCLOMINE,1
"EFFEXOR (VENALFAXINE HYDROCHLORIDE, TABLET)",VENLAFAXINE,2
ROBITUSSIN COUGH AND COLD (GUAIFENESIN/DEXTROMETHORPHAN/PSEUDOEPHEDRIN,GUAIFENESIN,2
KETOCONAZOLE (KETOCONAZOLE),KETOCONAZOLE,5
RANITDINE (RANITIDINE),RANITIDINE,8
DECADRON (MEXAMETHASONE SODIUM PHOSPHATE),DEXAMETHASONE,1
EQUATE,MEPROBAMATE,92
GLUCOSAMINE W/CHONDROITIN SULFATES (ASCORBIC ACID/CHONDROITIN SULFATE/,N-ACETYL-D-GLUCOSAMINE,9
COLCHICINE W/PROBENECID,COLCHICINE,5
VALTRAX,VALACICLOVIR,20
ACETYLSALICYLATE CALCIUM,ACETYLSALICYLIC ACID,59
MODECATE ^SANOFI WINTHROP^ (FLUPHENAZINE DECANOATE),FLUPHENAZINE,5
CIPRALEX (ESITALOPRAM),ESCITALOPRAM,1
ACEPRIL (ENALAPRIL),CAPTOPRIL,1
PRAZINA,PYRAZINAMIDE,2
DECADRON (DEXAMETASONE),DEXAMETHASONE,1
LIDOCAINE W/VASOPRESSIN/NOREPINEPHRINE/,LIDOCAINE,2
KETOPROFEN ^BAYER^ (KETOPROFEN),KETOPROFEN,1
QUETIAPINE (QUETIAPINE FUMARATE),QUETIAPINE,1
AMANTADIN (AMANTADINE HYDROCHLORIDE) UNKNOWN,AMANTADINE,1
COMTESS (ENTACAPONE) UNKNOWN,ENTACAPONE,2
REMERGIL (MIRTAZAPINE) UNKNOWN,MIRTAZAPINE,1
LANZOR 30,LANSOPRAZOLE,2
MICROLAX ENEMA,METOLAZONE,3
ANESTHETIC,ENFLURANE,26
DOLOSAL,MEPERIDINE,17
IBU,IBUPROFEN,64
NADROPARINA,NADROPARIN,15
QUINAPRIL + HYDROCHLORTHIAZIDE,QUINAPRIL,2
IRINOTECAN  65 MG/M2,IRINOTECAN,1
PFIZER,ERYTHROMYCIN,2
COLCHICINE INJECTION 0.5 MG/ML-2UDAY BEDFORD LABS,COLCHICINE,1
ACIMETHIN,L-METHIONINE,32
CALCI D,NIFEDIPINE,3
CODEINE CAMSILATE (CODEINE CAMSILATE),CODEINE,2
ZUCLOPENTHIXOL DECONOATE (ZUCLOPENTHIXOL DECONOATE),ZUCLOPENTHIXOL,1
TENOFOVIR (GILEAD SCIENCES),TENOFOVIR,1
COLIMYCIN,CROMOGLICIC ACID,34
VITAMNI B12,CYANOCOBALAMIN,1
TENOFOVIR  300 MG PO Q PM (GILEAD SCIENCES),TENOFOVIR,1
FARESTON ^LAAKEFARMOS^,TOREMIFENE,24
IRINOTECAN 65MG/M2,IRINOTECAN,1
CEFOTAXIM,CEFOTAXIME,112
PROPOFOLUM,PROPOFOL,2
